Iterator T GF Best_GF
38990 0.202429 12091 12091
38991 0.202227 12091 12091
38992 0.202227 12091 12091
38993 0.202227 12091 12091
38994 0.202227 12091 12091
38995 0.202227 12091 12091
38996 0.202227 12091 12091
38997 0.202227 12091 12091
38998 0.202227 12091 12091
38999 0.202227 12091 12091
39000 0.202227 12091 12091
39001 0.202025 12091 12091
39002 0.202025 12091 12091
39003 0.202025 12091 12091
39004 0.202025 12091 12091
39005 0.202025 12091 12091
39006 0.202025 12091 12091
39007 0.202025 12091 12091
39008 0.202025 12091 12091
39009 0.202025 12091 12091
39010 0.202025 12091 12091
39011 0.201822 12091 12091
39012 0.201822 12091 12091
39013 0.201822 12091 12091
39014 0.201822 12091 12091
39015 0.201822 12091 12091
39016 0.201822 12091 12091
39017 0.201822 12091 12091
39018 0.201822 12091 12091
39019 0.201822 12091 12091
39020 0.201822 12091 12091
39021 0.201621 12091 12091
39022 0.201621 12091 12091
39023 0.201621 12091 12091
39024 0.201621 12091 12091
39025 0.201621 12091 12091
39026 0.201621 12091 12091
39027 0.201621 12091 12091
39028 0.201621 12091 12091
39029 0.201621 12091 12091
39030 0.201621 12091 12091
39031 0.201419 12091 12091
39032 0.201419 12091 12091
39033 0.201419 12091 12091
39034 0.201419 12091 12091
39035 0.201419 12091 12091
39036 0.201419 12091 12091
39037 0.201419 12091 12091
39038 0.201419 12091 12091
39039 0.201419 12091 12091
39040 0.201419 12091 12091
39041 0.201218 12091 12091
39042 0.201218 12091 12091
39043 0.201218 12091 12091
39044 0.201218 12091 12091
39045 0.201218 12091 12091
39046 0.201218 12091 12091
39047 0.201218 12091 12091
39048 0.201218 12091 12091
39049 0.201218 12091 12091
39050 0.201218 12091 12091
39051 0.201016 12091 12091
39052 0.201016 12091 12091
39053 0.201016 12091 12091
39054 0.201016 12091 12091
39055 0.201016 12091 12091
39056 0.201016 12091 12091
39057 0.201016 12091 12091
39058 0.201016 12091 12091
39059 0.201016 12091 12091
39060 0.201016 12091 12091
39061 0.200815 12091 12091
39062 0.200815 12091 12091
39063 0.200815 12091 12091
39064 0.200815 12091 12091
39065 0.200815 12091 12091
39066 0.200815 12091 12091
39067 0.200815 12091 12091
39068 0.200815 12091 12091
39069 0.200815 12091 12091
39070 0.200815 12091 12091
39071 0.200615 12091 12091
39072 0.200615 12091 12091
39073 0.200615 12091 12091
39074 0.200615 12091 12091
39075 0.200615 12091 12091
39076 0.200615 12091 12091
39077 0.200615 12091 12091
39078 0.200615 12091 12091
39079 0.200615 12091 12091
39080 0.200615 12091 12091
39081 0.200414 12091 12091
39082 0.200414 12091 12091
39083 0.200414 12091 12091
39084 0.200414 12091 12091
39085 0.200414 12091 12091
39086 0.200414 12091 12091
39087 0.200414 12091 12091
39088 0.200414 12091 12091
39089 0.200414 12091 12091
39090 0.200414 12091 12091
39091 0.200214 12091 12091
39092 0.200214 12091 12091
39093 0.200214 12091 12091
39094 0.200214 12091 12091
39095 0.200214 12091 12091
39096 0.200214 12091 12091
39097 0.200214 12091 12091
39098 0.200214 12091 12091
39099 0.200214 12091 12091
39100 0.200214 12091 12091
39101 0.200013 12091 12091
39102 0.200013 12091 12091
39103 0.200013 12091 12091
39104 0.200013 12091 12091
39105 0.200013 12091 12091
39106 0.200013 12091 12091
39107 0.200013 12091 12091
39108 0.200013 12091 12091
39109 0.200013 12091 12091
39110 0.200013 12091 12091
39111 0.199813 12091 12091
39112 0.199813 12091 12091
39113 0.199813 12091 12091
39114 0.199813 12091 12091
39115 0.199813 12091 12091
39116 0.199813 12091 12091
39117 0.199813 12091 12091
39118 0.199813 12091 12091
39119 0.199813 12091 12091
39120 0.199813 12091 12091
39121 0.199614 12091 12091
39122 0.199614 12091 12091
39123 0.199614 12091 12091
39124 0.199614 12091 12091
39125 0.199614 12091 12091
39126 0.199614 12091 12091
39127 0.199614 12091 12091
39128 0.199614 12091 12091
39129 0.199614 12091 12091
39130 0.199614 12091 12091
39131 0.199414 12091 12091
39132 0.199414 12091 12091
39133 0.199414 12091 12091
39134 0.199414 12091 12091
39135 0.199414 12091 12091
39136 0.199414 12091 12091
39137 0.199414 12091 12091
39138 0.199414 12091 12091
39139 0.199414 12091 12091
39140 0.199414 12091 12091
39141 0.199214 12091 12091
39142 0.199214 12091 12091
39143 0.199214 12091 12091
39144 0.199214 12091 12091
39145 0.199214 12091 12091
39146 0.199214 12091 12091
39147 0.199214 12091 12091
39148 0.199214 12091 12091
39149 0.199214 12091 12091
39150 0.199214 12091 12091
39151 0.199015 12091 12091
39152 0.199015 12091 12091
39153 0.199015 12091 12091
39154 0.199015 12091 12091
39155 0.199015 12091 12091
39156 0.199015 12091 12091
39157 0.199015 12091 12091
39158 0.199015 12091 12091
39159 0.199015 12091 12091
39160 0.199015 12091 12091
39161 0.198816 12091 12091
39162 0.198816 12091 12091
39163 0.198816 12091 12091
39164 0.198816 12091 12091
39165 0.198816 12091 12091
39166 0.198816 12091 12091
39167 0.198816 12091 12091
39168 0.198816 12091 12091
39169 0.198816 12091 12091
39170 0.198816 12091 12091
39171 0.198617 12091 12091
39172 0.198617 12091 12091
39173 0.198617 12091 12091
39174 0.198617 12091 12091
39175 0.198617 12091 12091
39176 0.198617 12091 12091
39177 0.198617 12091 12091
39178 0.198617 12091 12091
39179 0.198617 12091 12091
39180 0.198617 12091 12091
39181 0.198419 12091 12091
39182 0.198419 12091 12091
39183 0.198419 12091 12091
39184 0.198419 12091 12091
39185 0.198419 12091 12091
39186 0.198419 12091 12091
39187 0.198419 12091 12091
39188 0.198419 12091 12091
39189 0.198419 12091 12091
39190 0.198419 12091 12091
39191 0.19822 12091 12091
39192 0.19822 12091 12091
39193 0.19822 12091 12091
39194 0.19822 12091 12091
39195 0.19822 12091 12091
39196 0.19822 12091 12091
39197 0.19822 12091 12091
39198 0.19822 12091 12091
39199 0.19822 12091 12091
39200 0.19822 12091 12091
39201 0.198022 12091 12091
39202 0.198022 12091 12091
39203 0.198022 12091 12091
39204 0.198022 12091 12091
39205 0.198022 12091 12091
39206 0.198022 12091 12091
39207 0.198022 12091 12091
39208 0.198022 12091 12091
39209 0.198022 12091 12091
39210 0.198022 12091 12091
39211 0.197824 12091 12091
39212 0.197824 12091 12091
39213 0.197824 12091 12091
39214 0.197824 12091 12091
39215 0.197824 12091 12091
39216 0.197824 12091 12091
39217 0.197824 12091 12091
39218 0.197824 12091 12091
39219 0.197824 12091 12091
39220 0.197824 12091 12091
39221 0.197626 12091 12091
39222 0.197626 12091 12091
39223 0.197626 12091 12091
39224 0.197626 12091 12091
39225 0.197626 12091 12091
39226 0.197626 12091 12091
39227 0.197626 12091 12091
39228 0.197626 12091 12091
39229 0.197626 12091 12091
39230 0.197626 12091 12091
39231 0.197429 12091 12091
39232 0.197429 12091 12091
39233 0.197429 12091 12091
39234 0.197429 12091 12091
39235 0.197429 12091 12091
39236 0.197429 12091 12091
39237 0.197429 12091 12091
39238 0.197429 12091 12091
39239 0.197429 12091 12091
39240 0.197429 12091 12091
39241 0.197231 12091 12091
39242 0.197231 12091 12091
39243 0.197231 12091 12091
39244 0.197231 12091 12091
39245 0.197231 12091 12091
39246 0.197231 12091 12091
39247 0.197231 12091 12091
39248 0.197231 12091 12091
39249 0.197231 12091 12091
39250 0.197231 12091 12091
39251 0.197034 12091 12091
39252 0.197034 12091 12091
39253 0.197034 12091 12091
39254 0.197034 12091 12091
39255 0.197034 12091 12091
39256 0.197034 12091 12091
39257 0.197034 12091 12091
39258 0.197034 12091 12091
39259 0.197034 12091 12091
39260 0.197034 12091 12091
39261 0.196837 12091 12091
39262 0.196837 12091 12091
39263 0.196837 12091 12091
39264 0.196837 12091 12091
39265 0.196837 12091 12091
39266 0.196837 12091 12091
39267 0.196837 12091 12091
39268 0.196837 12091 12091
39269 0.196837 12091 12091
39270 0.196837 12091 12091
39271 0.19664 12091 12091
39272 0.19664 12091 12091
39273 0.19664 12091 12091
39274 0.19664 12091 12091
39275 0.19664 12091 12091
39276 0.19664 12091 12091
39277 0.19664 12091 12091
39278 0.19664 12091 12091
39279 0.19664 12091 12091
39280 0.19664 12091 12091
39281 0.196444 12091 12091
39282 0.196444 12091 12091
39283 0.196444 12091 12091
39284 0.196444 12091 12091
39285 0.196444 12091 12091
39286 0.196444 12091 12091
39287 0.196444 12091 12091
39288 0.196444 12091 12091
39289 0.196444 12091 12091
39290 0.196444 12091 12091
39291 0.196247 12091 12091
39292 0.196247 12091 12091
39293 0.196247 12091 12091
39294 0.196247 12091 12091
39295 0.196247 12091 12091
39296 0.196247 12091 12091
39297 0.196247 12091 12091
39298 0.196247 12091 12091
39299 0.196247 12091 12091
39300 0.196247 12091 12091
39301 0.196051 12091 12091
39302 0.196051 12091 12091
39303 0.196051 12091 12091
39304 0.196051 12091 12091
39305 0.196051 12091 12091
39306 0.196051 12091 12091
39307 0.196051 12091 12091
39308 0.196051 12091 12091
39309 0.196051 12091 12091
39310 0.196051 12091 12091
39311 0.195855 12091 12091
39312 0.195855 12091 12091
39313 0.195855 12091 12091
39314 0.195855 12091 12091
39315 0.195855 12091 12091
39316 0.195855 12091 12091
39317 0.195855 12091 12091
39318 0.195855 12091 12091
39319 0.195855 12091 12091
39320 0.195855 12091 12091
39321 0.195659 12091 12091
39322 0.195659 12091 12091
39323 0.195659 12091 12091
39324 0.195659 12091 12091
39325 0.195659 12091 12091
39326 0.195659 12091 12091
39327 0.195659 12091 12091
39328 0.195659 12091 12091
39329 0.195659 12091 12091
39330 0.195659 12091 12091
39331 0.195463 12091 12091
39332 0.195463 12091 12091
39333 0.195463 12091 12091
39334 0.195463 12091 12091
39335 0.195463 12091 12091
39336 0.195463 12091 12091
39337 0.195463 12091 12091
39338 0.195463 12091 12091
39339 0.195463 12091 12091
39340 0.195463 12091 12091
39341 0.195268 12091 12091
39342 0.195268 12091 12091
39343 0.195268 12091 12091
39344 0.195268 12091 12091
39345 0.195268 12091 12091
39346 0.195268 12091 12091
39347 0.195268 12091 12091
39348 0.195268 12091 12091
39349 0.195268 12091 12091
39350 0.195268 12091 12091
39351 0.195073 12091 12091
39352 0.195073 12091 12091
39353 0.195073 12091 12091
39354 0.195073 12091 12091
39355 0.195073 12091 12091
39356 0.195073 12091 12091
39357 0.195073 12091 12091
39358 0.195073 12091 12091
39359 0.195073 12091 12091
39360 0.195073 12091 12091
39361 0.194877 12091 12091
39362 0.194877 12091 12091
39363 0.194877 12091 12091
39364 0.194877 12091 12091
39365 0.194877 12091 12091
39366 0.194877 12091 12091
39367 0.194877 12091 12091
39368 0.194877 12091 12091
39369 0.194877 12091 12091
39370 0.194877 12091 12091
39371 0.194683 12091 12091
39372 0.194683 12091 12091
39373 0.194683 12091 12091
39374 0.194683 12091 12091
39375 0.194683 12091 12091
39376 0.194683 12091 12091
39377 0.194683 12091 12091
39378 0.194683 12091 12091
39379 0.194683 12091 12091
39380 0.194683 12091 12091
39381 0.194488 12091 12091
39382 0.194488 12091 12091
39383 0.194488 12091 12091
39384 0.194488 12091 12091
39385 0.194488 12091 12091
39386 0.194488 12091 12091
39387 0.194488 12091 12091
39388 0.194488 12091 12091
39389 0.194488 12091 12091
39390 0.194488 12091 12091
39391 0.194293 12091 12091
39392 0.194293 12091 12091
39393 0.194293 12091 12091
39394 0.194293 12091 12091
39395 0.194293 12091 12091
39396 0.194293 12091 12091
39397 0.194293 12091 12091
39398 0.194293 12091 12091
39399 0.194293 12091 12091
39400 0.194293 12091 12091
39401 0.194099 12091 12091
39402 0.194099 12091 12091
39403 0.194099 12091 12091
39404 0.194099 12091 12091
39405 0.194099 12091 12091
39406 0.194099 12091 12091
39407 0.194099 12091 12091
39408 0.194099 12091 12091
39409 0.194099 12091 12091
39410 0.194099 12091 12091
39411 0.193905 12091 12091
39412 0.193905 12091 12091
39413 0.193905 12091 12091
39414 0.193905 12091 12091
39415 0.193905 12091 12091
39416 0.193905 12091 12091
39417 0.193905 12091 12091
39418 0.193905 12091 12091
39419 0.193905 12091 12091
39420 0.193905 12091 12091
39421 0.193711 12091 12091
39422 0.193711 12091 12091
39423 0.193711 12091 12091
39424 0.193711 12091 12091
39425 0.193711 12091 12091
39426 0.193711 12091 12091
39427 0.193711 12091 12091
39428 0.193711 12091 12091
39429 0.193711 12091 12091
39430 0.193711 12091 12091
39431 0.193517 12091 12091
39432 0.193517 12091 12091
39433 0.193517 12091 12091
39434 0.193517 12091 12091
39435 0.193517 12091 12091
39436 0.193517 12091 12091
39437 0.193517 12091 12091
39438 0.193517 12091 12091
39439 0.193517 12091 12091
39440 0.193517 12091 12091
39441 0.193324 12091 12091
39442 0.193324 12091 12091
39443 0.193324 12091 12091
39444 0.193324 12091 12091
39445 0.193324 12091 12091
39446 0.193324 12091 12091
39447 0.193324 12091 12091
39448 0.193324 12091 12091
39449 0.193324 12091 12091
39450 0.193324 12091 12091
39451 0.193131 12091 12091
39452 0.193131 12091 12091
39453 0.193131 12091 12091
39454 0.193131 12091 12091
39455 0.193131 12091 12091
39456 0.193131 12091 12091
39457 0.193131 12091 12091
39458 0.193131 12091 12091
39459 0.193131 12091 12091
39460 0.193131 12091 12091
39461 0.192937 12091 12091
39462 0.192937 12091 12091
39463 0.192937 12091 12091
39464 0.192937 12091 12091
39465 0.192937 12091 12091
39466 0.192937 12091 12091
39467 0.192937 12091 12091
39468 0.192937 12091 12091
39469 0.192937 12091 12091
39470 0.192937 12091 12091
39471 0.192745 12091 12091
39472 0.192745 12091 12091
39473 0.192745 12091 12091
39474 0.192745 12091 12091
39475 0.192745 12091 12091
39476 0.192745 12091 12091
39477 0.192745 12091 12091
39478 0.192745 12091 12091
39479 0.192745 12091 12091
39480 0.192745 12091 12091
39481 0.192552 12091 12091
39482 0.192552 12091 12091
39483 0.192552 12091 12091
39484 0.192552 12091 12091
39485 0.192552 12091 12091
39486 0.192552 12091 12091
39487 0.192552 12091 12091
39488 0.192552 12091 12091
39489 0.192552 12091 12091
39490 0.192552 12091 12091
39491 0.192359 12091 12091
39492 0.192359 12091 12091
39493 0.192359 12091 12091
39494 0.192359 12091 12091
39495 0.192359 12091 12091
39496 0.192359 12091 12091
39497 0.192359 12091 12091
39498 0.192359 12091 12091
39499 0.192359 12091 12091
39500 0.192359 12091 12091
39501 0.192167 12091 12091
39502 0.192167 12091 12091
39503 0.192167 12091 12091
39504 0.192167 12091 12091
39505 0.192167 12091 12091
39506 0.192167 12091 12091
39507 0.192167 12091 12091
39508 0.192167 12091 12091
39509 0.192167 12091 12091
39510 0.192167 12091 12091
39511 0.191975 12091 12091
39512 0.191975 12091 12091
39513 0.191975 12091 12091
39514 0.191975 12091 12091
39515 0.191975 12091 12091
39516 0.191975 12091 12091
39517 0.191975 12091 12091
39518 0.191975 12091 12091
39519 0.191975 12091 12091
39520 0.191975 12091 12091
39521 0.191783 12091 12091
39522 0.191783 12091 12091
39523 0.191783 12091 12091
39524 0.191783 12091 12091
39525 0.191783 12091 12091
39526 0.191783 12091 12091
39527 0.191783 12091 12091
39528 0.191783 12091 12091
39529 0.191783 12091 12091
39530 0.191783 12091 12091
39531 0.191591 12091 12091
39532 0.191591 12091 12091
39533 0.191591 12091 12091
39534 0.191591 12091 12091
39535 0.191591 12091 12091
39536 0.191591 12091 12091
39537 0.191591 12091 12091
39538 0.191591 12091 12091
39539 0.191591 12091 12091
39540 0.191591 12091 12091
39541 0.191399 12091 12091
39542 0.191399 12091 12091
39543 0.191399 12091 12091
39544 0.191399 12091 12091
39545 0.191399 12091 12091
39546 0.191399 12091 12091
39547 0.191399 12091 12091
39548 0.191399 12091 12091
39549 0.191399 12091 12091
39550 0.191399 12091 12091
39551 0.191208 12091 12091
39552 0.191208 12091 12091
39553 0.191208 12091 12091
39554 0.191208 12091 12091
39555 0.191208 12091 12091
39556 0.191208 12091 12091
39557 0.191208 12091 12091
39558 0.191208 12091 12091
39559 0.191208 12091 12091
39560 0.191208 12091 12091
39561 0.191017 12091 12091
39562 0.191017 12091 12091
39563 0.191017 12091 12091
39564 0.191017 12091 12091
39565 0.191017 12091 12091
39566 0.191017 12091 12091
39567 0.191017 12091 12091
39568 0.191017 12091 12091
39569 0.191017 12091 12091
39570 0.191017 12091 12091
39571 0.190826 12091 12091
39572 0.190826 12091 12091
39573 0.190826 12091 12091
39574 0.190826 12091 12091
39575 0.190826 12091 12091
39576 0.190826 12091 12091
39577 0.190826 12091 12091
39578 0.190826 12091 12091
39579 0.190826 12091 12091
39580 0.190826 12091 12091
39581 0.190635 12091 12091
39582 0.190635 12091 12091
39583 0.190635 12091 12091
39584 0.190635 12091 12091
39585 0.190635 12091 12091
39586 0.190635 12091 12091
39587 0.190635 12091 12091
39588 0.190635 12091 12091
39589 0.190635 12091 12091
39590 0.190635 12091 12091
39591 0.190444 12091 12091
39592 0.190444 12091 12091
39593 0.190444 12091 12091
39594 0.190444 12091 12091
39595 0.190444 12091 12091
39596 0.190444 12091 12091
39597 0.190444 12091 12091
39598 0.190444 12091 12091
39599 0.190444 12091 12091
39600 0.190444 12091 12091
39601 0.190254 12091 12091
39602 0.190254 12091 12091
39603 0.190254 12091 12091
39604 0.190254 12091 12091
39605 0.190254 12091 12091
39606 0.190254 12091 12091
39607 0.190254 12091 12091
39608 0.190254 12091 12091
39609 0.190254 12091 12091
39610 0.190254 12091 12091
39611 0.190064 12091 12091
39612 0.190064 12091 12091
39613 0.190064 12091 12091
39614 0.190064 12091 12091
39615 0.190064 12091 12091
39616 0.190064 12091 12091
39617 0.190064 12091 12091
39618 0.190064 12091 12091
39619 0.190064 12091 12091
39620 0.190064 12091 12091
39621 0.189873 12091 12091
39622 0.189873 12091 12091
39623 0.189873 12091 12091
39624 0.189873 12091 12091
39625 0.189873 12091 12091
39626 0.189873 12091 12091
39627 0.189873 12091 12091
39628 0.189873 12091 12091
39629 0.189873 12091 12091
39630 0.189873 12091 12091
39631 0.189684 12091 12091
39632 0.189684 12091 12091
39633 0.189684 12091 12091
39634 0.189684 12091 12091
39635 0.189684 12091 12091
39636 0.189684 12091 12091
39637 0.189684 12091 12091
39638 0.189684 12091 12091
39639 0.189684 12091 12091
39640 0.189684 12091 12091
39641 0.189494 12091 12091
39642 0.189494 12091 12091
39643 0.189494 12091 12091
39644 0.189494 12091 12091
39645 0.189494 12091 12091
39646 0.189494 12091 12091
39647 0.189494 12091 12091
39648 0.189494 12091 12091
39649 0.189494 12091 12091
39650 0.189494 12091 12091
39651 0.189304 12091 12091
39652 0.189304 12091 12091
39653 0.189304 12091 12091
39654 0.189304 12091 12091
39655 0.189304 12091 12091
39656 0.189304 12091 12091
39657 0.189304 12091 12091
39658 0.189304 12091 12091
39659 0.189304 12091 12091
39660 0.189304 12091 12091
39661 0.189115 12091 12091
39662 0.189115 12091 12091
39663 0.189115 12091 12091
39664 0.189115 12091 12091
39665 0.189115 12091 12091
39666 0.189115 12091 12091
39667 0.189115 12091 12091
39668 0.189115 12091 12091
39669 0.189115 12091 12091
39670 0.189115 12091 12091
39671 0.188926 12091 12091
39672 0.188926 12091 12091
39673 0.188926 12091 12091
39674 0.188926 12091 12091
39675 0.188926 12091 12091
39676 0.188926 12091 12091
39677 0.188926 12091 12091
39678 0.188926 12091 12091
39679 0.188926 12091 12091
39680 0.188926 12091 12091
39681 0.188737 12091 12091
39682 0.188737 12091 12091
39683 0.188737 12091 12091
39684 0.188737 12091 12091
39685 0.188737 12091 12091
39686 0.188737 12091 12091
39687 0.188737 12091 12091
39688 0.188737 12091 12091
39689 0.188737 12091 12091
39690 0.188737 12091 12091
39691 0.188548 12091 12091
39692 0.188548 12091 12091
39693 0.188548 12091 12091
39694 0.188548 12091 12091
39695 0.188548 12091 12091
39696 0.188548 12091 12091
39697 0.188548 12091 12091
39698 0.188548 12091 12091
39699 0.188548 12091 12091
39700 0.188548 12091 12091
39701 0.18836 12091 12091
39702 0.18836 12091 12091
39703 0.18836 12091 12091
39704 0.18836 12091 12091
39705 0.18836 12091 12091
39706 0.18836 12091 12091
39707 0.18836 12091 12091
39708 0.18836 12091 12091
39709 0.18836 12091 12091
39710 0.18836 12091 12091
39711 0.188171 12091 12091
39712 0.188171 12091 12091
39713 0.188171 12091 12091
39714 0.188171 12091 12091
39715 0.188171 12091 12091
39716 0.188171 12091 12091
39717 0.188171 12091 12091
39718 0.188171 12091 12091
39719 0.188171 12091 12091
39720 0.188171 12091 12091
39721 0.187983 12091 12091
39722 0.187983 12091 12091
39723 0.187983 12091 12091
39724 0.187983 12091 12091
39725 0.187983 12091 12091
39726 0.187983 12091 12091
39727 0.187983 12091 12091
39728 0.187983 12091 12091
39729 0.187983 12091 12091
39730 0.187983 12091 12091
39731 0.187795 12091 12091
39732 0.187795 12091 12091
39733 0.187795 12091 12091
39734 0.187795 12091 12091
39735 0.187795 12091 12091
39736 0.187795 12091 12091
39737 0.187795 12091 12091
39738 0.187795 12091 12091
39739 0.187795 12091 12091
39740 0.187795 12091 12091
39741 0.187608 12091 12091
39742 0.187608 12091 12091
39743 0.187608 12091 12091
39744 0.187608 12091 12091
39745 0.187608 12091 12091
39746 0.187608 12091 12091
39747 0.187608 12091 12091
39748 0.187608 12091 12091
39749 0.187608 12091 12091
39750 0.187608 12091 12091
39751 0.18742 12091 12091
39752 0.18742 12091 12091
39753 0.18742 12091 12091
39754 0.18742 12091 12091
39755 0.18742 12091 12091
39756 0.18742 12091 12091
39757 0.18742 12091 12091
39758 0.18742 12091 12091
39759 0.18742 12091 12091
39760 0.18742 12091 12091
39761 0.187232 12091 12091
39762 0.187232 12091 12091
39763 0.187232 12091 12091
39764 0.187232 12091 12091
39765 0.187232 12091 12091
39766 0.187232 12091 12091
39767 0.187232 12091 12091
39768 0.187232 12091 12091
39769 0.187232 12091 12091
39770 0.187232 12091 12091
39771 0.187045 12091 12091
39772 0.187045 12091 12091
39773 0.187045 12091 12091
39774 0.187045 12091 12091
39775 0.187045 12091 12091
39776 0.187045 12091 12091
39777 0.187045 12091 12091
39778 0.187045 12091 12091
39779 0.187045 12091 12091
39780 0.187045 12091 12091
39781 0.186858 12091 12091
39782 0.186858 12091 12091
39783 0.186858 12091 12091
39784 0.186858 12091 12091
39785 0.186858 12091 12091
39786 0.186858 12091 12091
39787 0.186858 12091 12091
39788 0.186858 12091 12091
39789 0.186858 12091 12091
39790 0.186858 12091 12091
39791 0.186671 12091 12091
39792 0.186671 12091 12091
39793 0.186671 12091 12091
39794 0.186671 12091 12091
39795 0.186671 12091 12091
39796 0.186671 12091 12091
39797 0.186671 12091 12091
39798 0.186671 12091 12091
39799 0.186671 12091 12091
39800 0.186671 12091 12091
39801 0.186485 12091 12091
39802 0.186485 12091 12091
39803 0.186485 12091 12091
39804 0.186485 12091 12091
39805 0.186485 12091 12091
39806 0.186485 12091 12091
39807 0.186485 12091 12091
39808 0.186485 12091 12091
39809 0.186485 12091 12091
39810 0.186485 12091 12091
39811 0.186298 12091 12091
39812 0.186298 12091 12091
39813 0.186298 12091 12091
39814 0.186298 12091 12091
39815 0.186298 12091 12091
39816 0.186298 12091 12091
39817 0.186298 12091 12091
39818 0.186298 12091 12091
39819 0.186298 12091 12091
39820 0.186298 12091 12091
39821 0.186112 12091 12091
39822 0.186112 12091 12091
39823 0.186112 12091 12091
39824 0.186112 12091 12091
39825 0.186112 12091 12091
39826 0.186112 12091 12091
39827 0.186112 12091 12091
39828 0.186112 12091 12091
39829 0.186112 12091 12091
39830 0.186112 12091 12091
39831 0.185926 12091 12091
39832 0.185926 12091 12091
39833 0.185926 12091 12091
39834 0.185926 12091 12091
39835 0.185926 12091 12091
39836 0.185926 12091 12091
39837 0.185926 12091 12091
39838 0.185926 12091 12091
39839 0.185926 12091 12091
39840 0.185926 12091 12091
39841 0.18574 12091 12091
39842 0.18574 12091 12091
39843 0.18574 12091 12091
39844 0.18574 12091 12091
39845 0.18574 12091 12091
39846 0.18574 12091 12091
39847 0.18574 12091 12091
39848 0.18574 12091 12091
39849 0.18574 12091 12091
39850 0.18574 12091 12091
39851 0.185554 12091 12091
39852 0.185554 12091 12091
39853 0.185554 12091 12091
39854 0.185554 12091 12091
39855 0.185554 12091 12091
39856 0.185554 12091 12091
39857 0.185554 12091 12091
39858 0.185554 12091 12091
39859 0.185554 12091 12091
39860 0.185554 12091 12091
39861 0.185369 12091 12091
39862 0.185369 12091 12091
39863 0.185369 12091 12091
39864 0.185369 12091 12091
39865 0.185369 12091 12091
39866 0.185369 12091 12091
39867 0.185369 12091 12091
39868 0.185369 12091 12091
39869 0.185369 12091 12091
39870 0.185369 12091 12091
39871 0.185183 12091 12091
39872 0.185183 12091 12091
39873 0.185183 12091 12091
39874 0.185183 12091 12091
39875 0.185183 12091 12091
39876 0.185183 12091 12091
39877 0.185183 12091 12091
39878 0.185183 12091 12091
39879 0.185183 12091 12091
39880 0.185183 12091 12091
39881 0.184998 12091 12091
39882 0.184998 12091 12091
39883 0.184998 12091 12091
39884 0.184998 12091 12091
39885 0.184998 12091 12091
39886 0.184998 12091 12091
39887 0.184998 12091 12091
39888 0.184998 12091 12091
39889 0.184998 12091 12091
39890 0.184998 12091 12091
39891 0.184813 12091 12091
39892 0.184813 12091 12091
39893 0.184813 12091 12091
39894 0.184813 12091 12091
39895 0.184813 12091 12091
39896 0.184813 12091 12091
39897 0.184813 12091 12091
39898 0.184813 12091 12091
39899 0.184813 12091 12091
39900 0.184813 12091 12091
39901 0.184628 12091 12091
39902 0.184628 12091 12091
39903 0.184628 12091 12091
39904 0.184628 12091 12091
39905 0.184628 12091 12091
39906 0.184628 12091 12091
39907 0.184628 12091 12091
39908 0.184628 12091 12091
39909 0.184628 12091 12091
39910 0.184628 12091 12091
39911 0.184444 12091 12091
39912 0.184444 12091 12091
39913 0.184444 12091 12091
39914 0.184444 12091 12091
39915 0.184444 12091 12091
39916 0.184444 12091 12091
39917 0.184444 12091 12091
39918 0.184444 12091 12091
39919 0.184444 12091 12091
39920 0.184444 12091 12091
39921 0.184259 12091 12091
39922 0.184259 12091 12091
39923 0.184259 12091 12091
39924 0.184259 12091 12091
39925 0.184259 12091 12091
39926 0.184259 12091 12091
39927 0.184259 12091 12091
39928 0.184259 12091 12091
39929 0.184259 12091 12091
39930 0.184259 12091 12091
39931 0.184075 12091 12091
39932 0.184075 12091 12091
39933 0.184075 12091 12091
39934 0.184075 12091 12091
39935 0.184075 12091 12091
39936 0.184075 12091 12091
39937 0.184075 12091 12091
39938 0.184075 12091 12091
39939 0.184075 12091 12091
39940 0.184075 12091 12091
39941 0.183891 12091 12091
39942 0.183891 12091 12091
39943 0.183891 12091 12091
39944 0.183891 12091 12091
39945 0.183891 12091 12091
39946 0.183891 12091 12091
39947 0.183891 12091 12091
39948 0.183891 12091 12091
39949 0.183891 12091 12091
39950 0.183891 12091 12091
39951 0.183707 12091 12091
39952 0.183707 12091 12091
39953 0.183707 12091 12091
39954 0.183707 12091 12091
39955 0.183707 12091 12091
39956 0.183707 12091 12091
39957 0.183707 12091 12091
39958 0.183707 12091 12091
39959 0.183707 12091 12091
39960 0.183707 12091 12091
39961 0.183523 12091 12091
39962 0.183523 12091 12091
39963 0.183523 12091 12091
39964 0.183523 12091 12091
39965 0.183523 12091 12091
39966 0.183523 12091 12091
39967 0.183523 12091 12091
39968 0.183523 12091 12091
39969 0.183523 12091 12091
39970 0.183523 12091 12091
39971 0.18334 12091 12091
39972 0.18334 12091 12091
39973 0.18334 12091 12091
39974 0.18334 12091 12091
39975 0.18334 12091 12091
39976 0.18334 12091 12091
39977 0.18334 12091 12091
39978 0.18334 12091 12091
39979 0.18334 12091 12091
39980 0.18334 12091 12091
39981 0.183156 12091 12091
39982 0.183156 12091 12091
39983 0.183156 12091 12091
39984 0.183156 12091 12091
39985 0.183156 12091 12091
39986 0.183156 12091 12091
39987 0.183156 12091 12091
39988 0.183156 12091 12091
