Iterator T GF Best_GF
5385 5.83758 12544 12544
5386 5.83758 12544 12544
5387 5.83758 12544 12544
5388 5.83758 12544 12544
5389 5.83758 12544 12544
5390 5.83758 12544 12544
5391 5.83174 12544 12544
5392 5.83174 12544 12544
5393 5.83174 12544 12544
5394 5.83174 12544 12544
5395 5.83174 12544 12544
5396 5.83174 12544 12544
5397 5.83174 12544 12544
5398 5.83174 12544 12544
5399 5.83174 12544 12544
5400 5.83174 12544 12544
5401 5.82591 12544 12544
5402 5.82591 12544 12544
5403 5.82591 12544 12544
5404 5.82591 12544 12544
5405 5.82591 12544 12544
5406 5.82591 12544 12544
5407 5.82591 12544 12544
5408 5.82591 12544 12544
5409 5.82591 12544 12544
5410 5.82591 12544 12544
5411 5.82008 12544 12544
5412 5.82008 12544 12544
5413 5.82008 12544 12544
5414 5.82008 12544 12544
5415 5.82008 12544 12544
5416 5.82008 12544 12544
5417 5.82008 12544 12544
5418 5.82008 12544 12544
5419 5.82008 12544 12544
5420 5.82008 12544 12544
5421 5.81426 12544 12544
5422 5.81426 12544 12544
5423 5.81426 12544 12544
5424 5.81426 12544 12544
5425 5.81426 12544 12544
5426 5.81426 12544 12544
5427 5.81426 12544 12544
5428 5.81426 12544 12544
5429 5.81426 12544 12544
5430 5.81426 12544 12544
5431 5.80845 12544 12544
5432 5.80845 12544 12544
5433 5.80845 12544 12544
5434 5.80845 12544 12544
5435 5.80845 12544 12544
5436 5.80845 12544 12544
5437 5.80845 12544 12544
5438 5.80845 12544 12544
5439 5.80845 12544 12544
5440 5.80845 12544 12544
5441 5.80264 12544 12544
5442 5.80264 12544 12544
5443 5.80264 12544 12544
5444 5.80264 12544 12544
5445 5.80264 12544 12544
5446 5.80264 12544 12544
5447 5.80264 12544 12544
5448 5.80264 12544 12544
5449 5.80264 12544 12544
5450 5.80264 12544 12544
5451 5.79684 12544 12544
5452 5.79684 12544 12544
5453 5.79684 12544 12544
5454 5.79684 12544 12544
5455 5.79684 12544 12544
5456 5.79684 12544 12544
5457 5.79684 12544 12544
5458 5.79684 12544 12544
5459 5.79684 12544 12544
5460 5.79684 12544 12544
5461 5.79104 12544 12544
5462 5.79104 12544 12544
5463 5.79104 12544 12544
5464 5.79104 12544 12544
5465 5.79104 12544 12544
5466 5.79104 12544 12544
5467 5.79104 12544 12544
5468 5.79104 12544 12544
5469 5.79104 12544 12544
5470 5.79104 12544 12544
5471 5.78525 12544 12544
5472 5.78525 12544 12544
5473 5.78525 12544 12544
5474 5.78525 12544 12544
5475 5.78525 12544 12544
5476 5.78525 12544 12544
5477 5.78525 12544 12544
5478 5.78525 12544 12544
5479 5.78525 12544 12544
5480 5.78525 12544 12544
5481 5.77946 12544 12544
5482 5.77946 12544 12544
5483 5.77946 12544 12544
5484 5.77946 12544 12544
5485 5.77946 12544 12544
5486 5.77946 12544 12544
5487 5.77946 12544 12544
5488 5.77946 12544 12544
5489 5.77946 12544 12544
5490 5.77946 12544 12544
5491 5.77368 12544 12544
5492 5.77368 12544 12544
5493 5.77368 12544 12544
5494 5.77368 12544 12544
5495 5.77368 12544 12544
5496 5.77368 12544 12544
5497 5.77368 12544 12544
5498 5.77368 12544 12544
5499 5.77368 12544 12544
5500 5.77368 12544 12544
5501 5.76791 12544 12544
5502 5.76791 12544 12544
5503 5.76791 12544 12544
5504 5.76791 12544 12544
5505 5.76791 12544 12544
5506 5.76791 12544 12544
5507 5.76791 12544 12544
5508 5.76791 12544 12544
5509 5.76791 12544 12544
5510 5.76791 12544 12544
5511 5.76214 12544 12544
5512 5.76214 12544 12544
5513 5.76214 12544 12544
5514 5.76214 12544 12544
5515 5.76214 12544 12544
5516 5.76214 12544 12544
5517 5.76214 12544 12544
5518 5.76214 12544 12544
5519 5.76214 12544 12544
5520 5.76214 12544 12544
5521 5.75638 12544 12544
5522 5.75638 12544 12544
5523 5.75638 12544 12544
5524 5.75638 12544 12544
5525 5.75638 12544 12544
5526 5.75638 12544 12544
5527 5.75638 12544 12544
5528 5.75638 12544 12544
5529 5.75638 12544 12544
5530 5.75638 12544 12544
5531 5.75062 12544 12544
5532 5.75062 12544 12544
5533 5.75062 12544 12544
5534 5.75062 12544 12544
5535 5.75062 12544 12544
5536 5.75062 12544 12544
5537 5.75062 12544 12544
5538 5.75062 12544 12544
5539 5.75062 12544 12544
5540 5.75062 12544 12544
5541 5.74487 12544 12544
5542 5.74487 12544 12544
5543 5.74487 12544 12544
5544 5.74487 12544 12544
5545 5.74487 12544 12544
5546 5.74487 12544 12544
5547 5.74487 12544 12544
5548 5.74487 12544 12544
5549 5.74487 12544 12544
5550 5.74487 12544 12544
5551 5.73913 12544 12544
5552 5.73913 12544 12544
5553 5.73913 12544 12544
5554 5.73913 12544 12544
5555 5.73913 12544 12544
5556 5.73913 12544 12544
5557 5.73913 12544 12544
5558 5.73913 12544 12544
5559 5.73913 12544 12544
5560 5.73913 12544 12544
5561 5.73339 12544 12544
5562 5.73339 12544 12544
5563 5.73339 12544 12544
5564 5.73339 12544 12544
5565 5.73339 12544 12544
5566 5.73339 12544 12544
5567 5.73339 12544 12544
5568 5.73339 12544 12544
5569 5.73339 12544 12544
5570 5.73339 12544 12544
5571 5.72766 12544 12544
5572 5.72766 12544 12544
5573 5.72766 12544 12544
5574 5.72766 12544 12544
5575 5.72766 12544 12544
5576 5.72766 12544 12544
5577 5.72766 12544 12544
5578 5.72766 12544 12544
5579 5.72766 12544 12544
5580 5.72766 12544 12544
5581 5.72193 12544 12544
5582 5.72193 12544 12544
5583 5.72193 12544 12544
5584 5.72193 12544 12544
5585 5.72193 12544 12544
5586 5.72193 12544 12544
5587 5.72193 12544 12544
5588 5.72193 12544 12544
5589 5.72193 12544 12544
5590 5.72193 12544 12544
5591 5.71621 12544 12544
5592 5.71621 12544 12544
5593 5.71621 12544 12544
5594 5.71621 12544 12544
5595 5.71621 12544 12544
5596 5.71621 12544 12544
5597 5.71621 12544 12544
5598 5.71621 12544 12544
5599 5.71621 12544 12544
5600 5.71621 12544 12544
5601 5.71049 12544 12544
5602 5.71049 12544 12544
5603 5.71049 12544 12544
5604 5.71049 12544 12544
5605 5.71049 12544 12544
5606 5.71049 12544 12544
5607 5.71049 12544 12544
5608 5.71049 12544 12544
5609 5.71049 12544 12544
5610 5.71049 12544 12544
5611 5.70478 12544 12544
5612 5.70478 12544 12544
5613 5.70478 12544 12544
5614 5.70478 12544 12544
5615 5.70478 12544 12544
5616 5.70478 12544 12544
5617 5.70478 12544 12544
5618 5.70478 12544 12544
5619 5.70478 12544 12544
5620 5.70478 12544 12544
5621 5.69908 12544 12544
5622 5.69908 12544 12544
5623 5.69908 12544 12544
5624 5.69908 12544 12544
5625 5.69908 12544 12544
5626 5.69908 12544 12544
5627 5.69908 12544 12544
5628 5.69908 12544 12544
5629 5.69908 12544 12544
5630 5.69908 12544 12544
5631 5.69338 12544 12544
5632 5.69338 12544 12544
5633 5.69338 12544 12544
5634 5.69338 12544 12544
5635 5.69338 12544 12544
5636 5.69338 12544 12544
5637 5.69338 12544 12544
5638 5.69338 12544 12544
5639 5.69338 12544 12544
5640 5.69338 12544 12544
5641 5.68768 12544 12544
5642 5.68768 12544 12544
5643 5.68768 12544 12544
5644 5.68768 12544 12544
5645 5.68768 12544 12544
5646 5.68768 12544 12544
5647 5.68768 12544 12544
5648 5.68768 12544 12544
5649 5.68768 12544 12544
5650 5.68768 12544 12544
5651 5.682 12544 12544
5652 5.682 12544 12544
5653 5.682 12544 12544
5654 5.682 12544 12544
5655 5.682 12544 12544
5656 5.682 12544 12544
5657 5.682 12544 12544
5658 5.682 12544 12544
5659 5.682 12544 12544
5660 5.682 12544 12544
5661 5.67631 12544 12544
5662 5.67631 12544 12544
5663 5.67631 12544 12544
5664 5.67631 12544 12544
5665 5.67631 12544 12544
5666 5.67631 12544 12544
5667 5.67631 12544 12544
5668 5.67631 12544 12544
5669 5.67631 12544 12544
5670 5.67631 12544 12544
5671 5.67064 12544 12544
5672 5.67064 12544 12544
5673 5.67064 12544 12544
5674 5.67064 12544 12544
5675 5.67064 12544 12544
5676 5.67064 12544 12544
5677 5.67064 12544 12544
5678 5.67064 12544 12544
5679 5.67064 12544 12544
5680 5.67064 12544 12544
5681 5.66497 12544 12544
5682 5.66497 12544 12544
5683 5.66497 12544 12544
5684 5.66497 12544 12544
5685 5.66497 12544 12544
5686 5.66497 12544 12544
5687 5.66497 12544 12544
5688 5.66497 12544 12544
5689 5.66497 12544 12544
5690 5.66497 12544 12544
5691 5.6593 12544 12544
5692 5.6593 12544 12544
5693 5.6593 12544 12544
5694 5.6593 12544 12544
5695 5.6593 12544 12544
5696 5.6593 12544 12544
5697 5.6593 12544 12544
5698 5.6593 12544 12544
5699 5.6593 12544 12544
5700 5.6593 12544 12544
5701 5.65364 12544 12544
5702 5.65364 12544 12544
5703 5.65364 12544 12544
5704 5.65364 12544 12544
5705 5.65364 12544 12544
5706 5.65364 12544 12544
5707 5.65364 12544 12544
5708 5.65364 12544 12544
5709 5.65364 12544 12544
5710 5.65364 12544 12544
5711 5.64799 12544 12544
5712 5.64799 12544 12544
5713 5.64799 12544 12544
5714 5.64799 12544 12544
5715 5.64799 12544 12544
5716 5.64799 12544 12544
5717 5.64799 12544 12544
5718 5.64799 12544 12544
5719 5.64799 12544 12544
5720 5.64799 12544 12544
5721 5.64234 12544 12544
5722 5.64234 12544 12544
5723 5.64234 12544 12544
5724 5.64234 12544 12544
5725 5.64234 12544 12544
5726 5.64234 12544 12544
5727 5.64234 12544 12544
5728 5.64234 12544 12544
5729 5.64234 12544 12544
5730 5.64234 12544 12544
5731 5.6367 12544 12544
5732 5.6367 12544 12544
5733 5.6367 12544 12544
5734 5.6367 12544 12544
5735 5.6367 12544 12544
5736 5.6367 12544 12544
5737 5.6367 12544 12544
5738 5.6367 12544 12544
5739 5.6367 12544 12544
5740 5.6367 12544 12544
5741 5.63106 12544 12544
5742 5.63106 12544 12544
5743 5.63106 12544 12544
5744 5.63106 12544 12544
5745 5.63106 12544 12544
5746 5.63106 12544 12544
5747 5.63106 12544 12544
5748 5.63106 12544 12544
5749 5.63106 12544 12544
5750 5.63106 12544 12544
5751 5.62543 12544 12544
5752 5.62543 12544 12544
5753 5.62543 12544 12544
5754 5.62543 12544 12544
5755 5.62543 12544 12544
5756 5.62543 12544 12544
5757 5.62543 12544 12544
5758 5.62543 12544 12544
5759 5.62543 12544 12544
5760 5.62543 12544 12544
5761 5.6198 12544 12544
5762 5.6198 12544 12544
5763 5.6198 12544 12544
5764 5.6198 12544 12544
5765 5.6198 12544 12544
5766 5.6198 12544 12544
5767 5.6198 12544 12544
5768 5.6198 12544 12544
5769 5.6198 12544 12544
5770 5.6198 12544 12544
5771 5.61418 12544 12544
5772 5.61418 12544 12544
5773 5.61418 12544 12544
5774 5.61418 12544 12544
5775 5.61418 12544 12544
5776 5.61418 12544 12544
5777 5.61418 12544 12544
5778 5.61418 12544 12544
5779 5.61418 12544 12544
5780 5.61418 12544 12544
5781 5.60857 12544 12544
5782 5.60857 12544 12544
5783 5.60857 12544 12544
5784 5.60857 12544 12544
5785 5.60857 12544 12544
5786 5.60857 12544 12544
5787 5.60857 12544 12544
5788 5.60857 12544 12544
5789 5.60857 12544 12544
5790 5.60857 12544 12544
5791 5.60296 12544 12544
5792 5.60296 12544 12544
5793 5.60296 12544 12544
5794 5.60296 12544 12544
5795 5.60296 12544 12544
5796 5.60296 12544 12544
5797 5.60296 12544 12544
5798 5.60296 12544 12544
5799 5.60296 12544 12544
5800 5.60296 12544 12544
5801 5.59736 12544 12544
5802 5.59736 12544 12544
5803 5.59736 12544 12544
5804 5.59736 12544 12544
5805 5.59736 12544 12544
5806 5.59736 12544 12544
5807 5.59736 12544 12544
5808 5.59736 12544 12544
5809 5.59736 12544 12544
5810 5.59736 12544 12544
5811 5.59176 12544 12544
5812 5.59176 12544 12544
5813 5.59176 12544 12544
5814 5.59176 12544 12544
5815 5.59176 12544 12544
5816 5.59176 12544 12544
5817 5.59176 12544 12544
5818 5.59176 12544 12544
5819 5.59176 12544 12544
5820 5.59176 12544 12544
5821 5.58617 12544 12544
5822 5.58617 12544 12544
5823 5.58617 12544 12544
5824 5.58617 12544 12544
5825 5.58617 12544 12544
5826 5.58617 12544 12544
5827 5.58617 12544 12544
5828 5.58617 12544 12544
5829 5.58617 12544 12544
5830 5.58617 12544 12544
5831 5.58058 12544 12544
5832 5.58058 12544 12544
5833 5.58058 12544 12544
5834 5.58058 12544 12544
5835 5.58058 12544 12544
5836 5.58058 12544 12544
5837 5.58058 12544 12544
5838 5.58058 12544 12544
5839 5.58058 12544 12544
5840 5.58058 12544 12544
5841 5.575 12544 12544
5842 5.575 12544 12544
5843 5.575 12544 12544
5844 5.575 12544 12544
5845 5.575 12544 12544
5846 5.575 12544 12544
5847 5.575 12544 12544
5848 5.575 12544 12544
5849 5.575 12544 12544
5850 5.575 12544 12544
5851 5.56943 12544 12544
5852 5.56943 12544 12544
5853 5.56943 12544 12544
5854 5.56943 12544 12544
5855 5.56943 12544 12544
5856 5.56943 12544 12544
5857 5.56943 12544 12544
5858 5.56943 12544 12544
5859 5.56943 12544 12544
5860 5.56943 12544 12544
5861 5.56386 12544 12544
5862 5.56386 12544 12544
5863 5.56386 12544 12544
5864 5.56386 12544 12544
5865 5.56386 12544 12544
5866 5.56386 12544 12544
5867 5.56386 12544 12544
5868 5.56386 12544 12544
5869 5.56386 12544 12544
5870 5.56386 12544 12544
5871 5.55829 12544 12544
5872 5.55829 12544 12544
5873 5.55829 12544 12544
5874 5.55829 12544 12544
5875 5.55829 12544 12544
5876 5.55829 12544 12544
5877 5.55829 12544 12544
5878 5.55829 12544 12544
5879 5.55829 12544 12544
5880 5.55829 12544 12544
5881 5.55274 12544 12544
5882 5.55274 12544 12544
5883 5.55274 12544 12544
5884 5.55274 12544 12544
5885 5.55274 12544 12544
5886 5.55274 12544 12544
5887 5.55274 12544 12544
5888 5.55274 12544 12544
5889 5.55274 12544 12544
5890 5.55274 12544 12544
5891 5.54718 12544 12544
5892 5.54718 12544 12544
5893 5.54718 12544 12544
5894 5.54718 12544 12544
5895 5.54718 12544 12544
5896 5.54718 12544 12544
5897 5.54718 12544 12544
5898 5.54718 12544 12544
5899 5.54718 12544 12544
5900 5.54718 12544 12544
5901 5.54164 12544 12544
5902 5.54164 12544 12544
5903 5.54164 12544 12544
5904 5.54164 12544 12544
5905 5.54164 12544 12544
5906 5.54164 12544 12544
5907 5.54164 12544 12544
5908 5.54164 12544 12544
5909 5.54164 12544 12544
5910 5.54164 12544 12544
5911 5.5361 12544 12544
5912 5.5361 12544 12544
5913 5.5361 12544 12544
5914 5.5361 12544 12544
5915 5.5361 12544 12544
5916 5.5361 12544 12544
5917 5.5361 12544 12544
5918 5.5361 12544 12544
5919 5.5361 12544 12544
5920 5.5361 12544 12544
5921 5.53056 12544 12544
5922 5.53056 12544 12544
5923 5.53056 12544 12544
5924 5.53056 12544 12544
5925 5.53056 12544 12544
5926 5.53056 12544 12544
5927 5.53056 12544 12544
5928 5.53056 12544 12544
5929 5.53056 12544 12544
5930 5.53056 12544 12544
5931 5.52503 12544 12544
5932 5.52503 12544 12544
5933 5.52503 12544 12544
5934 5.52503 12544 12544
5935 5.52503 12544 12544
5936 5.52503 12544 12544
5937 5.52503 12544 12544
5938 5.52503 12544 12544
5939 5.52503 12544 12544
5940 5.52503 12544 12544
5941 5.5195 12544 12544
5942 5.5195 12544 12544
5943 5.5195 12544 12544
5944 5.5195 12544 12544
5945 5.5195 12544 12544
5946 5.5195 12544 12544
5947 5.5195 12544 12544
5948 5.5195 12544 12544
5949 5.5195 12544 12544
5950 5.5195 12544 12544
5951 5.51398 12544 12544
5952 5.51398 12544 12544
5953 5.51398 12544 12544
5954 5.51398 12544 12544
5955 5.51398 12544 12544
5956 5.51398 12544 12544
5957 5.51398 12544 12544
5958 5.51398 12544 12544
5959 5.51398 12544 12544
5960 5.51398 12544 12544
5961 5.50847 12544 12544
5962 5.50847 12544 12544
5963 5.50847 12544 12544
5964 5.50847 12544 12544
5965 5.50847 12544 12544
5966 5.50847 12544 12544
5967 5.50847 12544 12544
5968 5.50847 12544 12544
5969 5.50847 12544 12544
5970 5.50847 12544 12544
5971 5.50296 12544 12544
5972 5.50296 12544 12544
5973 5.50296 12544 12544
5974 5.50296 12544 12544
5975 5.50296 12544 12544
5976 5.50296 12544 12544
5977 5.50296 12544 12544
5978 5.50296 12544 12544
5979 5.50296 12544 12544
5980 5.50296 12544 12544
5981 5.49746 12544 12544
5982 5.49746 12544 12544
5983 5.49746 12544 12544
5984 5.49746 12544 12544
5985 5.49746 12544 12544
5986 5.49746 12544 12544
5987 5.49746 12544 12544
5988 5.49746 12544 12544
5989 5.49746 12544 12544
5990 5.49746 12544 12544
5991 5.49196 12544 12544
5992 5.49196 12544 12544
5993 5.49196 12544 12544
5994 5.49196 12544 12544
5995 5.49196 12544 12544
5996 5.49196 12544 12544
5997 5.49196 12544 12544
5998 5.49196 12544 12544
5999 5.49196 12544 12544
6000 5.49196 12544 12544
6001 5.48647 12544 12544
6002 5.48647 12544 12544
6003 5.48647 12544 12544
6004 5.48647 12544 12544
6005 5.48647 12544 12544
6006 5.48647 12544 12544
6007 5.48647 12544 12544
6008 5.48647 12544 12544
6009 5.48647 12544 12544
6010 5.48647 12544 12544
6011 5.48098 12544 12544
6012 5.48098 12544 12544
6013 5.48098 12544 12544
6014 5.48098 12544 12544
6015 5.48098 12544 12544
6016 5.48098 12544 12544
6017 5.48098 12544 12544
6018 5.48098 12544 12544
6019 5.48098 12544 12544
6020 5.48098 12544 12544
6021 5.4755 12544 12544
6022 5.4755 12544 12544
6023 5.4755 12544 12544
6024 5.4755 12544 12544
6025 5.4755 12544 12544
6026 5.4755 12544 12544
6027 5.4755 12544 12544
6028 5.4755 12544 12544
6029 5.4755 12544 12544
6030 5.4755 12544 12544
6031 5.47003 12544 12544
6032 5.47003 12544 12544
6033 5.47003 12544 12544
6034 5.47003 12544 12544
6035 5.47003 12544 12544
6036 5.47003 12544 12544
6037 5.47003 12544 12544
6038 5.47003 12544 12544
6039 5.47003 12544 12544
6040 5.47003 12544 12544
6041 5.46456 12544 12544
6042 5.46456 12544 12544
6043 5.46456 12544 12544
6044 5.46456 12544 12544
6045 5.46456 12544 12544
6046 5.46456 12544 12544
6047 5.46456 12544 12544
6048 5.46456 12544 12544
6049 5.46456 12544 12544
6050 5.46456 12544 12544
6051 5.45909 12544 12544
6052 5.45909 12544 12544
6053 5.45909 12544 12544
6054 5.45909 12544 12544
6055 5.45909 12544 12544
6056 5.45909 12544 12544
6057 5.45909 12544 12544
6058 5.45909 12544 12544
6059 5.45909 12544 12544
6060 5.45909 12544 12544
6061 5.45363 12544 12544
6062 5.45363 12544 12544
6063 5.45363 12544 12544
6064 5.45363 12544 12544
6065 5.45363 12544 12544
6066 5.45363 12544 12544
6067 5.45363 12544 12544
6068 5.45363 12544 12544
6069 5.45363 12544 12544
6070 5.45363 12544 12544
6071 5.44818 12544 12544
6072 5.44818 12544 12544
6073 5.44818 12544 12544
6074 5.44818 12544 12544
6075 5.44818 12544 12544
6076 5.44818 12544 12544
6077 5.44818 12544 12544
6078 5.44818 12544 12544
6079 5.44818 12544 12544
6080 5.44818 12544 12544
6081 5.44273 12544 12544
6082 5.44273 12544 12544
6083 5.44273 12544 12544
6084 5.44273 12544 12544
6085 5.44273 12544 12544
6086 5.44273 12544 12544
6087 5.44273 12544 12544
6088 5.44273 12544 12544
6089 5.44273 12544 12544
6090 5.44273 12544 12544
6091 5.43729 12544 12544
6092 5.43729 12544 12544
6093 5.43729 12544 12544
6094 5.43729 12544 12544
6095 5.43729 12544 12544
6096 5.43729 12544 12544
6097 5.43729 12544 12544
6098 5.43729 12544 12544
6099 5.43729 12544 12544
6100 5.43729 12544 12544
6101 5.43185 12544 12544
6102 5.43185 12544 12544
6103 5.43185 12544 12544
6104 5.43185 12544 12544
6105 5.43185 12544 12544
6106 5.43185 12544 12544
6107 5.43185 12544 12544
6108 5.43185 12544 12544
6109 5.43185 12544 12544
6110 5.43185 12544 12544
6111 5.42642 12544 12544
6112 5.42642 12544 12544
6113 5.42642 12544 12544
6114 5.42642 12544 12544
6115 5.42642 12544 12544
6116 5.42642 12544 12544
6117 5.42642 12544 12544
6118 5.42642 12544 12544
6119 5.42642 12544 12544
6120 5.42642 12544 12544
6121 5.42099 12544 12544
6122 5.42099 12544 12544
6123 5.42099 12544 12544
6124 5.42099 12544 12544
6125 5.42099 12544 12544
6126 5.42099 12544 12544
6127 5.42099 12544 12544
6128 5.42099 12544 12544
6129 5.42099 12544 12544
6130 5.42099 12544 12544
6131 5.41557 12544 12544
6132 5.41557 12544 12544
6133 5.41557 12544 12544
6134 5.41557 12544 12544
6135 5.41557 12544 12544
6136 5.41557 12544 12544
6137 5.41557 12544 12544
6138 5.41557 12544 12544
6139 5.41557 12544 12544
6140 5.41557 12544 12544
6141 5.41016 12544 12544
6142 5.41016 12544 12544
6143 5.41016 12544 12544
6144 5.41016 12544 12544
6145 5.41016 12544 12544
6146 5.41016 12544 12544
6147 5.41016 12544 12544
6148 5.41016 12544 12544
6149 5.41016 12544 12544
6150 5.41016 12544 12544
6151 5.40475 12544 12544
6152 5.40475 12544 12544
6153 5.40475 12544 12544
6154 5.40475 12544 12544
6155 5.40475 12544 12544
6156 5.40475 12544 12544
6157 5.40475 12544 12544
6158 5.40475 12544 12544
6159 5.40475 12544 12544
6160 5.40475 12544 12544
6161 5.39934 12544 12544
6162 5.39934 12544 12544
6163 5.39934 12544 12544
6164 5.39934 12544 12544
6165 5.39934 12544 12544
6166 5.39934 12544 12544
6167 5.39934 12544 12544
6168 5.39934 12544 12544
6169 5.39934 12544 12544
6170 5.39934 12544 12544
6171 5.39394 12544 12544
6172 5.39394 12544 12544
6173 5.39394 12544 12544
6174 5.39394 12544 12544
6175 5.39394 12544 12544
6176 5.39394 12544 12544
6177 5.39394 12544 12544
6178 5.39394 12544 12544
6179 5.39394 12544 12544
6180 5.39394 12544 12544
6181 5.38855 12544 12544
6182 5.38855 12544 12544
6183 5.38855 12544 12544
6184 5.38855 12544 12544
6185 5.38855 12544 12544
6186 5.38855 12544 12544
6187 5.38855 12544 12544
6188 5.38855 12544 12544
6189 5.38855 12544 12544
6190 5.38855 12544 12544
6191 5.38316 12544 12544
6192 5.38316 12544 12544
6193 5.38316 12544 12544
6194 5.38316 12544 12544
6195 5.38316 12544 12544
6196 5.38316 12544 12544
6197 5.38316 12544 12544
6198 5.38316 12544 12544
6199 5.38316 12544 12544
6200 5.38316 12544 12544
6201 5.37778 12544 12544
6202 5.37778 12544 12544
6203 5.37778 12544 12544
6204 5.37778 12544 12544
6205 5.37778 12544 12544
6206 5.37778 12544 12544
6207 5.37778 12544 12544
6208 5.37778 12544 12544
6209 5.37778 12544 12544
6210 5.37778 12544 12544
6211 5.3724 12544 12544
6212 5.3724 12544 12544
6213 5.3724 12544 12544
6214 5.3724 12544 12544
6215 5.3724 12544 12544
6216 5.3724 12544 12544
6217 5.3724 12544 12544
6218 5.3724 12544 12544
6219 5.3724 12544 12544
6220 5.3724 12544 12544
6221 5.36703 12544 12544
6222 5.36703 12544 12544
6223 5.36703 12544 12544
6224 5.36703 12544 12544
6225 5.36703 12544 12544
6226 5.36703 12544 12544
6227 5.36703 12544 12544
6228 5.36703 12544 12544
6229 5.36703 12544 12544
6230 5.36703 12544 12544
6231 5.36166 12544 12544
6232 5.36166 12544 12544
6233 5.36166 12544 12544
6234 5.36166 12544 12544
6235 5.36166 12544 12544
6236 5.36166 12544 12544
6237 5.36166 12544 12544
6238 5.36166 12544 12544
6239 5.36166 12544 12544
6240 5.36166 12544 12544
6241 5.3563 12544 12544
6242 5.3563 12544 12544
6243 5.3563 12544 12544
6244 5.3563 12544 12544
6245 5.3563 12544 12544
6246 5.3563 12544 12544
6247 5.3563 12544 12544
6248 5.3563 12544 12544
6249 5.3563 12544 12544
6250 5.3563 12544 12544
6251 5.35094 12544 12544
6252 5.35094 12544 12544
6253 5.35094 12544 12544
6254 5.35094 12544 12544
6255 5.35094 12544 12544
6256 5.35094 12544 12544
6257 5.35094 12544 12544
6258 5.35094 12544 12544
6259 5.35094 12544 12544
6260 5.35094 12544 12544
6261 5.34559 12544 12544
6262 5.34559 12544 12544
6263 5.34559 12544 12544
6264 5.34559 12544 12544
6265 5.34559 12544 12544
6266 5.34559 12544 12544
6267 5.34559 12544 12544
6268 5.34559 12544 12544
6269 5.34559 12544 12544
6270 5.34559 12544 12544
6271 5.34024 12544 12544
6272 5.34024 12544 12544
6273 5.34024 12544 12544
6274 5.34024 12544 12544
6275 5.34024 12544 12544
6276 5.34024 12544 12544
6277 5.34024 12544 12544
6278 5.34024 12544 12544
6279 5.34024 12544 12544
6280 5.34024 12544 12544
6281 5.3349 12544 12544
6282 5.3349 12544 12544
6283 5.3349 12544 12544
6284 5.3349 12544 12544
6285 5.3349 12544 12544
6286 5.3349 12544 12544
6287 5.3349 12544 12544
6288 5.3349 12544 12544
6289 5.3349 12544 12544
6290 5.3349 12544 12544
6291 5.32957 12544 12544
6292 5.32957 12544 12544
6293 5.32957 12544 12544
6294 5.32957 12544 12544
6295 5.32957 12544 12544
6296 5.32957 12544 12544
6297 5.32957 12544 12544
6298 5.32957 12544 12544
6299 5.32957 12544 12544
6300 5.32957 12544 12544
6301 5.32424 12544 12544
6302 5.32424 12544 12544
6303 5.32424 12544 12544
6304 5.32424 12544 12544
6305 5.32424 12544 12544
6306 5.32424 12544 12544
6307 5.32424 12544 12544
6308 5.32424 12544 12544
6309 5.32424 12544 12544
6310 5.32424 12544 12544
6311 5.31892 12544 12544
6312 5.31892 12544 12544
6313 5.31892 12544 12544
6314 5.31892 12544 12544
6315 5.31892 12544 12544
6316 5.31892 12544 12544
6317 5.31892 12544 12544
6318 5.31892 12544 12544
6319 5.31892 12544 12544
6320 5.31892 12544 12544
6321 5.3136 12544 12544
6322 5.3136 12544 12544
6323 5.3136 12544 12544
6324 5.3136 12544 12544
6325 5.3136 12544 12544
6326 5.3136 12544 12544
6327 5.3136 12544 12544
6328 5.3136 12544 12544
6329 5.3136 12544 12544
6330 5.3136 12544 12544
6331 5.30828 12544 12544
6332 5.30828 12544 12544
6333 5.30828 12544 12544
6334 5.30828 12544 12544
6335 5.30828 12544 12544
6336 5.30828 12544 12544
6337 5.30828 12544 12544
6338 5.30828 12544 12544
6339 5.30828 12544 12544
6340 5.30828 12544 12544
6341 5.30297 12544 12544
6342 5.30297 12544 12544
6343 5.30297 12544 12544
6344 5.30297 12544 12544
6345 5.30297 12544 12544
6346 5.30297 12544 12544
6347 5.30297 12544 12544
6348 5.30297 12544 12544
6349 5.30297 12544 12544
6350 5.30297 12544 12544
6351 5.29767 12544 12544
6352 5.29767 12544 12544
6353 5.29767 12544 12544
6354 5.29767 12544 12544
6355 5.29767 12544 12544
6356 5.29767 12544 12544
6357 5.29767 12544 12544
6358 5.29767 12544 12544
6359 5.29767 12544 12544
6360 5.29767 12544 12544
6361 5.29237 12544 12544
6362 5.29237 12544 12544
6363 5.29237 12544 12544
6364 5.29237 12544 12544
6365 5.29237 12544 12544
6366 5.29237 12544 12544
6367 5.29237 12544 12544
6368 5.29237 12544 12544
6369 5.29237 12544 12544
6370 5.29237 12544 12544
6371 5.28708 12544 12544
6372 5.28708 12544 12544
6373 5.28708 12544 12544
6374 5.28708 12544 12544
6375 5.28708 12544 12544
6376 5.28708 12544 12544
6377 5.28708 12544 12544
6378 5.28708 12544 12544
6379 5.28708 12544 12544
6380 5.28708 12544 12544
6381 5.28179 12544 12544
6382 5.28179 12544 12544
6383 5.28179 12544 12544
6384 5.28179 12544 12544
